CHAT: Feb 28 03:10:48 {name  = "Bad Idea Hat", ucid = "bbf19995f3fd39fb3a7efda3063b4b66", ip = "184.54.123.71:64220", id = 5} said "-motd" to all (output suppressed by Slmod)
TEAM HIT: Feb 28 09:35:07 {players = {1 = {name  = "¥ Merlin256 ¥", ucid = "a9576ed7f7c168335155ecc8ced3773f", ip = "188.23.143.166:62151", id = 2}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:07 {players = {1 = {name  = "Mave", ucid = "16f3875670a8030881d164dfa51ecf5c", ip = "77.48.225.17:55943", id = 6}1 = {name = ¥ Merlin256 ¥ with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:08 {players = {1 = {name  = "¥ Merlin256 ¥", ucid = "a9576ed7f7c168335155ecc8ced3773f", ip = "188.23.143.166:62151", id = 2}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:08 {players = {1 = {name  = "Mave", ucid = "16f3875670a8030881d164dfa51ecf5c", ip = "77.48.225.17:55943", id = 6}1 = {name = ¥ Merlin256 ¥ with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:09 {players = {1 = {name  = "¥ Merlin256 ¥", ucid = "a9576ed7f7c168335155ecc8ced3773f", ip = "188.23.143.166:62151", id = 2}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:09 {players = {1 = {name  = "Mave", ucid = "16f3875670a8030881d164dfa51ecf5c", ip = "77.48.225.17:55943", id = 6}1 = {name = ¥ Merlin256 ¥ with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:10 {players = {1 = {name  = "Mave", ucid = "16f3875670a8030881d164dfa51ecf5c", ip = "77.48.225.17:55943", id = 6}1 = {name = ¥ Merlin256 ¥ with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:10 {players = {1 = {name  = "¥ Merlin256 ¥", ucid = "a9576ed7f7c168335155ecc8ced3773f", ip = "188.23.143.166:62151", id = 2}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:11 {players = {1 = {name  = "Mave", ucid = "16f3875670a8030881d164dfa51ecf5c", ip = "77.48.225.17:55943", id = 6}1 = {name = ¥ Merlin256 ¥ with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:11 {players = {1 = {name  = "¥ Merlin256 ¥", ucid = "a9576ed7f7c168335155ecc8ced3773f", ip = "188.23.143.166:62151", id = 2}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:12 {players = {1 = {name  = "¥ Merlin256 ¥", ucid = "a9576ed7f7c168335155ecc8ced3773f", ip = "188.23.143.166:62151", id = 2}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:12 {players = {1 = {name  = "Mave", ucid = "16f3875670a8030881d164dfa51ecf5c", ip = "77.48.225.17:55943", id = 6}1 = {name = ¥ Merlin256 ¥ with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:13 {players = {1 = {name  = "Mave", ucid = "16f3875670a8030881d164dfa51ecf5c", ip = "77.48.225.17:55943", id = 6}1 = {name = ¥ Merlin256 ¥ with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:13 {players = {1 = {name  = "¥ Merlin256 ¥", ucid = "a9576ed7f7c168335155ecc8ced3773f", ip = "188.23.143.166:62151", id = 2}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:14 {players = {1 = {name  = "¥ Merlin256 ¥", ucid = "a9576ed7f7c168335155ecc8ced3773f", ip = "188.23.143.166:62151", id = 2}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:14 {players = {1 = {name  = "Mave", ucid = "16f3875670a8030881d164dfa51ecf5c", ip = "77.48.225.17:55943", id = 6}1 = {name = ¥ Merlin256 ¥ with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:15 {players = {1 = {name  = "Mave", ucid = "16f3875670a8030881d164dfa51ecf5c", ip = "77.48.225.17:55943", id = 6}1 = {name = ¥ Merlin256 ¥ with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:15 {players = {1 = {name  = "¥ Merlin256 ¥", ucid = "a9576ed7f7c168335155ecc8ced3773f", ip = "188.23.143.166:62151", id = 2}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:16 {players = {1 = {name  = "¥ Merlin256 ¥", ucid = "a9576ed7f7c168335155ecc8ced3773f", ip = "188.23.143.166:62151", id = 2}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:16 {players = {1 = {name  = "Mave", ucid = "16f3875670a8030881d164dfa51ecf5c", ip = "77.48.225.17:55943", id = 6}1 = {name = ¥ Merlin256 ¥ with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:17 {players = {1 = {name  = "¥ Merlin256 ¥", ucid = "a9576ed7f7c168335155ecc8ced3773f", ip = "188.23.143.166:62151", id = 2}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:17 {players = {1 = {name  = "Mave", ucid = "16f3875670a8030881d164dfa51ecf5c", ip = "77.48.225.17:55943", id = 6}1 = {name = ¥ Merlin256 ¥ with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:18 {players = {1 = {name  = "¥ Merlin256 ¥", ucid = "a9576ed7f7c168335155ecc8ced3773f", ip = "188.23.143.166:62151", id = 2}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:18 {players = {1 = {name  = "Mave", ucid = "16f3875670a8030881d164dfa51ecf5c", ip = "77.48.225.17:55943", id = 6}1 = {name = ¥ Merlin256 ¥ with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:19 {players = {1 = {name  = "¥ Merlin256 ¥", ucid = "a9576ed7f7c168335155ecc8ced3773f", ip = "188.23.143.166:62151", id = 2}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:19 {players = {1 = {name  = "Mave", ucid = "16f3875670a8030881d164dfa51ecf5c", ip = "77.48.225.17:55943", id = 6}1 = {name = ¥ Merlin256 ¥ with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:20 {players = {1 = {name  = "¥ Merlin256 ¥", ucid = "a9576ed7f7c168335155ecc8ced3773f", ip = "188.23.143.166:62151", id = 2}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:20 {players = {1 = {name  = "Mave", ucid = "16f3875670a8030881d164dfa51ecf5c", ip = "77.48.225.17:55943", id = 6}1 = {name = ¥ Merlin256 ¥ with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:21 {players = {1 = {name  = "¥ Merlin256 ¥", ucid = "a9576ed7f7c168335155ecc8ced3773f", ip = "188.23.143.166:62151", id = 2}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 09:35:22 {players = {1 = {name  = "¥ Merlin256 ¥", ucid = "a9576ed7f7c168335155ecc8ced3773f", ip = "188.23.143.166:62151", id = 2}1 = {name = Pilot #784 with F/A-18C Lot 20
TEAM HIT: Feb 28 09:50:30 {players = {1 = {name  = "makr.z", ucid = "4930983dc21400344cca6fb6672e9d69", ip = "49.51.161.101:29378", id = 23}1 = {name = SOUTH CVN with F/A-18C Lot 20
TEAM HIT: Feb 28 10:13:16 {players = {1 = {name  = "Mart57", ucid = "69ba9a483a011f2c0628eda482e7b0fe", ip = "82.29.164.82:62350", id = 11}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 10:13:16 {players = {1 = {name  = "Mart57", ucid = "69ba9a483a011f2c0628eda482e7b0fe", ip = "82.29.164.82:62350", id = 11}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 10:13:16 {players = {1 = {name  = "Mart57", ucid = "69ba9a483a011f2c0628eda482e7b0fe", ip = "82.29.164.82:62350", id = 11}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 10:13:17 {players = {1 = {name  = "Mart57", ucid = "69ba9a483a011f2c0628eda482e7b0fe", ip = "82.29.164.82:62350", id = 11}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 10:13:17 {players = {1 = {name  = "Mart57", ucid = "69ba9a483a011f2c0628eda482e7b0fe", ip = "82.29.164.82:62350", id = 11}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 10:13:18 {players = {1 = {name  = "Mart57", ucid = "69ba9a483a011f2c0628eda482e7b0fe", ip = "82.29.164.82:62350", id = 11}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 10:13:19 {players = {1 = {name  = "Mart57", ucid = "69ba9a483a011f2c0628eda482e7b0fe", ip = "82.29.164.82:62350", id = 11}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 10:13:20 {players = {1 = {name  = "Mart57", ucid = "69ba9a483a011f2c0628eda482e7b0fe", ip = "82.29.164.82:62350", id = 11}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 10:13:21 {players = {1 = {name  = "Mart57", ucid = "69ba9a483a011f2c0628eda482e7b0fe", ip = "82.29.164.82:62350", id = 11}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 10:13:22 {players = {1 = {name  = "Mart57", ucid = "69ba9a483a011f2c0628eda482e7b0fe", ip = "82.29.164.82:62350", id = 11}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 10:13:23 {players = {1 = {name  = "Mart57", ucid = "69ba9a483a011f2c0628eda482e7b0fe", ip = "82.29.164.82:62350", id = 11}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 10:13:23 {players = {1 = {name  = "Mart57", ucid = "69ba9a483a011f2c0628eda482e7b0fe", ip = "82.29.164.82:62350", id = 11}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 10:13:24 {players = {1 = {name  = "Mart57", ucid = "69ba9a483a011f2c0628eda482e7b0fe", ip = "82.29.164.82:62350", id = 11}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 10:13:25 {players = {1 = {name  = "Mart57", ucid = "69ba9a483a011f2c0628eda482e7b0fe", ip = "82.29.164.82:62350", id = 11}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 10:13:26 {players = {1 = {name  = "Mart57", ucid = "69ba9a483a011f2c0628eda482e7b0fe", ip = "82.29.164.82:62350", id = 11}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 10:13:27 {players = {1 = {name  = "Mart57", ucid = "69ba9a483a011f2c0628eda482e7b0fe", ip = "82.29.164.82:62350", id = 11}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 10:13:28 {players = {1 = {name  = "Mart57", ucid = "69ba9a483a011f2c0628eda482e7b0fe", ip = "82.29.164.82:62350", id = 11}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 10:13:29 {players = {1 = {name  = "Mart57", ucid = "69ba9a483a011f2c0628eda482e7b0fe", ip = "82.29.164.82:62350", id = 11}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 10:13:30 {players = {1 = {name  = "Mart57", ucid = "69ba9a483a011f2c0628eda482e7b0fe", ip = "82.29.164.82:62350", id = 11}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 10:13:31 {players = {1 = {name  = "Mart57", ucid = "69ba9a483a011f2c0628eda482e7b0fe", ip = "82.29.164.82:62350", id = 11}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 10:13:32 {players = {1 = {name  = "Mart57", ucid = "69ba9a483a011f2c0628eda482e7b0fe", ip = "82.29.164.82:62350", id = 11}1 = {name = Mave with F/A-18C Lot 20
TEAM KILL: Feb 28 10:13:32 {players = {1 = {name  = "Mart57", ucid = "69ba9a483a011f2c0628eda482e7b0fe", ip = "nil", id = 11}1 = {name = Mave with F/A-18C Lot 20
TEAM HIT: Feb 28 10:13:32 {players = {1 = {name  = "Mave", ucid = "16f3875670a8030881d164dfa51ecf5c", ip = "77.48.225.17:55943", id = 6}1 = {name = Mart57 with F/A-18C Lot 20
TEAM HIT: Feb 28 10:13:32 {players = {1 = {name  = "Mave", ucid = "16f3875670a8030881d164dfa51ecf5c", ip = "77.48.225.17:55943", id = 6}1 = {name = 12_BLUE_CVN71_EAST with F/A-18C Lot 20
TEAM HIT: Feb 28 10:16:59 {players = {1 = {name  = "Ckapt", ucid = "f7bb8baf960653a0937d33912dd0544b", ip = "37.201.119.65:47742", id = 30}1 = {name = Wounded Pilot #3666 with AGM-65D
TEAM KILL: Feb 28 10:17:01 {players = {1 = {name  = "Ckapt", ucid = "f7bb8baf960653a0937d33912dd0544b", ip = "nil", id = 30}1 = {name = Wounded Pilot #3666 with AGM-65D
CHAT: Feb 28 10:26:19 {name  = "[CKS] Malvinarum", ucid = "9cd672258ea376ed5580bbfd5f1bcda5", ip = "88.236.236.213:55797", id = 4} said "im coming gusto" to all
CHAT: Feb 28 10:28:24 {name  = "Ghostriderrr", ucid = "36dab71155ccd44d29bffa27b4b2b8c5", ip = "77.236.208.121:50658", id = 17} said "ha ha gusto go down" to all
CHAT: Feb 28 10:29:30 {name  = "[CKS] Malvinarum", ucid = "9cd672258ea376ed5580bbfd5f1bcda5", ip = "88.236.236.213:55797", id = 4} said "lol" to all
TEAM HIT: Feb 28 10:30:26 {players = {1 = {name  = "xXMAVE22Xx(GER)", ucid = "d4178e9180e93b6b444b259f11c0cc03", ip = "84.139.50.30:50008", id = 16}1 = {name = Flashgod_VR with AIM-120C
TEAM HIT: Feb 28 10:37:17 {players = {1 = {name  = "moa", ucid = "5d3d1aee1abfe33f8d3e0557bfb3f895", ip = "73.146.22.244:54418", id = 3}1 = {name = Vidar with kamikaze
CHAT: Feb 28 10:38:46 {name  = "Ghostriderrr", ucid = "36dab71155ccd44d29bffa27b4b2b8c5", ip = "77.236.208.121:50658", id = 17} said "hi all" to all
CHAT: Feb 28 10:38:53 {name  = "Charger 3-3 | Baby Face", ucid = "3283bc0e8455cd59c10fc12cfcf24a3e", ip = "99.75.0.237:55038", id = 32} said "howdy" to all
CHAT: Feb 28 10:39:03 {name  = "Scooter", ucid = "e2122bbeb0bcfdc50b9289ba0dc865f8", ip = "103.68.20.76:53495", id = 19} said "howdy" to all
CHAT: Feb 28 10:39:43 {name  = "paral", ucid = "e00d1309363bf525233f4e18f28773de", ip = "178.215.195.86:50180", id = 20} said "hi" to all
CHAT: Feb 28 10:40:03 {name  = "Scooter", ucid = "e2122bbeb0bcfdc50b9289ba0dc865f8", ip = "103.68.20.76:53495", id = 19} said "zak what xD" to all
CHAT: Feb 28 10:41:09 {name  = "Zak", ucid = "78105aa0a3746aca9f8f7d01bb978b7f", ip = "185.181.53.249:64097", id = 2} said "xD just benchmarking" to all
CHAT: Feb 28 10:41:15 {name  = "Scooter", ucid = "e2122bbeb0bcfdc50b9289ba0dc865f8", ip = "103.68.20.76:53495", id = 19} said "XD" to all
CHAT: Feb 28 10:43:48 {name  = "Ghostriderrr", ucid = "36dab71155ccd44d29bffa27b4b2b8c5", ip = "77.236.208.121:50658", id = 17} said "211tamer good luck maverick" to all
CHAT: Feb 28 10:44:30 {name  = "TurkishAirForce", ucid = "0e31ba8826d3a977cd851739d98f3de1", ip = "95.70.140.159:41623", id = 22} said "f15 e ?" to all
CHAT: Feb 28 10:45:46 {name  = "Foxhound", ucid = "281500e9bdbf54d13881b99afd4e7eac", ip = "103.108.147.197:10480", id = 8} said "Greddy, This is Foxhound. Multiple bandits to my left. Request escort." to all
CHAT: Feb 28 10:46:48 {name  = "Scooter", ucid = "e2122bbeb0bcfdc50b9289ba0dc865f8", ip = "103.68.20.76:53495", id = 19} said "I am to your left. hdg 105, i have bandits 100nm closing" to all
CHAT: Feb 28 10:47:22 {name  = "Foxhound", ucid = "281500e9bdbf54d13881b99afd4e7eac", ip = "103.108.147.197:10480", id = 8} said "confirm visual, scooter" to all
CHAT: Feb 28 10:47:38 {name  = "makr", ucid = "771df88b69dfe13fd76c192eb91e1ce6", ip = "217.162.221.96:54491", id = 2} said "guys download srs its much easier" to all
CHAT: Feb 28 10:47:43 {name  = "makr", ucid = "771df88b69dfe13fd76c192eb91e1ce6", ip = "217.162.221.96:54491", id = 2} said "than typing in the chat" to all
CHAT: Feb 28 10:47:54 {name  = "Scooter", ucid = "e2122bbeb0bcfdc50b9289ba0dc865f8", ip = "103.68.20.76:53495", id = 19} said "i am on srs" to all
CHAT: Feb 28 10:47:57 {name  = "Scooter", ucid = "e2122bbeb0bcfdc50b9289ba0dc865f8", ip = "103.68.20.76:53495", id = 19} said "fox are you?" to all
CHAT: Feb 28 10:48:09 {name  = "Foxhound", ucid = "281500e9bdbf54d13881b99afd4e7eac", ip = "103.108.147.197:10480", id = 8} said "negative" to all
CHAT: Feb 28 10:48:14 {name  = "Scooter", ucid = "e2122bbeb0bcfdc50b9289ba0dc865f8", ip = "103.68.20.76:53495", id = 19} said "discord?" to all
CHAT: Feb 28 10:48:18 {name  = "Foxhound", ucid = "281500e9bdbf54d13881b99afd4e7eac", ip = "103.108.147.197:10480", id = 8} said "yea" to all
CHAT: Feb 28 10:48:24 {name  = "Scooter", ucid = "e2122bbeb0bcfdc50b9289ba0dc865f8", ip = "103.68.20.76:53495", id = 19} said "whats your discord" to all
CHAT: Feb 28 10:48:33 {name  = "Foxhound", ucid = "281500e9bdbf54d13881b99afd4e7eac", ip = "103.108.147.197:10480", id = 8} said "Standby, checking" to all
CHAT: Feb 28 10:48:37 {name  = "Scooter", ucid = "e2122bbeb0bcfdc50b9289ba0dc865f8", ip = "103.68.20.76:53495", id = 19} said "aight" to all
CHAT: Feb 28 10:49:01 {name  = "Foxhound", ucid = "281500e9bdbf54d13881b99afd4e7eac", ip = "103.108.147.197:10480", id = 8} said "shit im being siked by f-14" to all
CHAT: Feb 28 10:49:06 {name  = "Foxhound", ucid = "281500e9bdbf54d13881b99afd4e7eac", ip = "103.108.147.197:10480", id = 8} said "*spiked" to all
CHAT: Feb 28 10:49:25 {name  = "Scooter", ucid = "e2122bbeb0bcfdc50b9289ba0dc865f8", ip = "103.68.20.76:53495", id = 19} said "copy" to all
CHAT: Feb 28 10:49:38 {name  = "Lt.Mitchell", ucid = "9dc22cfed0bb42167f1c17162f393e27", ip = "76.103.17.123:51889", id = 18} said "anyone want to rio for me?" to all
CHAT: Feb 28 10:49:38 {name  = "Foxhound", ucid = "281500e9bdbf54d13881b99afd4e7eac", ip = "103.108.147.197:10480", id = 8} said "turning hoty" to all
CHAT: Feb 28 10:49:59 {name  = "makr", ucid = "771df88b69dfe13fd76c192eb91e1ce6", ip = "217.162.221.96:54491", id = 2} said "no way" to all
CHAT: Feb 28 10:50:03 {name  = "makr", ucid = "771df88b69dfe13fd76c192eb91e1ce6", ip = "217.162.221.96:54491", id = 2} said "there is makr.z" to all
CHAT: Feb 28 10:50:12 {name  = "makr", ucid = "771df88b69dfe13fd76c192eb91e1ce6", ip = "217.162.221.96:54491", id = 2} said "wanna kidding me xD" to all
CHAT: Feb 28 10:50:48 {name  = "Scooter", ucid = "e2122bbeb0bcfdc50b9289ba0dc865f8", ip = "103.68.20.76:53495", id = 19} said "makr you got 3 bandits closing in on you" to all
CHAT: Feb 28 10:50:51 {name  = "Scooter", ucid = "e2122bbeb0bcfdc50b9289ba0dc865f8", ip = "103.68.20.76:53495", id = 19} said "40 and less" to all
CHAT: Feb 28 10:50:58 {name  = "Scooter", ucid = "e2122bbeb0bcfdc50b9289ba0dc865f8", ip = "103.68.20.76:53495", id = 19} said "north easty" to all
CHAT: Feb 28 10:51:05 {name  = "makr", ucid = "771df88b69dfe13fd76c192eb91e1ce6", ip = "217.162.221.96:54491", id = 2} said "you have to specify which makr" to all
CHAT: Feb 28 10:51:08 {name  = "Foxhound", ucid = "281500e9bdbf54d13881b99afd4e7eac", ip = "103.108.147.197:10480", id = 8} said "scooter, my discord : TheMidOne#53
99" to all
CHAT: Feb 28 10:51:10 {name  = "makr", ucid = "771df88b69dfe13fd76c192eb91e1ce6", ip = "217.162.221.96:54491", id = 2} said "i suppose you dont mean me" to all
CHAT: Feb 28 10:51:16 {name  = "makr", ucid = "771df88b69dfe13fd76c192eb91e1ce6", ip = "217.162.221.96:54491", id = 2} said "i am on the stennis" to all
CHAT: Feb 28 10:51:19 {name  = "Scooter", ucid = "e2122bbeb0bcfdc50b9289ba0dc865f8", ip = "103.68.20.76:53495", id = 19} said "makr.z" to all
CHAT: Feb 28 10:51:22 {name  = "Scooter", ucid = "e2122bbeb0bcfdc50b9289ba0dc865f8", ip = "103.68.20.76:53495", id = 19} said "aight fox" to all
CHAT: Feb 28 10:51:25 {name  = "Scooter", ucid = "e2122bbeb0bcfdc50b9289ba0dc865f8", ip = "103.68.20.76:53495", id = 19} said "ill add you" to all
CHAT: Feb 28 10:51:44 {name  = "Scooter", ucid = "e2122bbeb0bcfdc50b9289ba0dc865f8", ip = "103.68.20.76:53495", id = 19} said "added you fox" to all
CHAT: Feb 28 10:52:00 {name  = "Foxhound", ucid = "281500e9bdbf54d13881b99afd4e7eac", ip = "103.108.147.197:10480", id = 8} said "copy" to all
CHAT: Feb 28 10:57:11 {name  = "OnkelMatze", ucid = "d54eb5de3dc4eb048d968855ac14d8de", ip = "77.20.250.24:3874", id = 15} said "Mav that was close ;-)" to all
CHAT: Feb 28 11:01:53 {name  = "makr", ucid = "771df88b69dfe13fd76c192eb91e1ce6", ip = "217.162.221.96:54491", id = 2} said "love that song" to all
CHAT: Feb 28 11:02:52 {name  = "Scooter", ucid = "e2122bbeb0bcfdc50b9289ba0dc865f8", ip = "103.68.20.76:53495", id = 19} said "who doesnt" to all
CHAT: Feb 28 11:02:52 {name  = "Scooter", ucid = "e2122bbeb0bcfdc50b9289ba0dc865f8", ip = "103.68.20.76:53495", id = 19} said "xD" to all
CHAT: Feb 28 11:02:52 {name  = "Foxhound", ucid = "281500e9bdbf54d13881b99afd4e7eac", ip = "103.108.147.197:10480", id = 8} said "wayy dwon we gooo" to all
CHAT: Feb 28 11:08:41 {name  = "makr", ucid = "771df88b69dfe13fd76c192eb91e1ce6", ip = "217.162.221.96:54491", id = 2} said "shit didnt see" to all
CHAT: Feb 28 11:09:03 {name  = "Matkus", ucid = "f43742eca86def16cfc2b184712c404d", ip = "89.103.82.71:58055", id = 24} said "-motd" to all (output suppressed by Slmod)
CHAT: Feb 28 11:13:20 {name  = "TurkishAirForce", ucid = "0e31ba8826d3a977cd851739d98f3de1", ip = "95.70.140.159:41623", id = 22} said "agm radar does not see sa 13" to all
CHAT: Feb 28 11:14:54 {name  = "makr", ucid = "771df88b69dfe13fd76c192eb91e1ce6", ip = "217.162.221.96:54491", id = 2} said "are you on the right table?" to all
CHAT: Feb 28 11:15:00 {name  = "TumvEYE", ucid = "1541a5d77a60041b986b62e8408c3a55", ip = "89.242.241.1:64265", id = 3} said "there is also another sam site" to all
CHAT: Feb 28 11:15:09 {name  = "makr", ucid = "771df88b69dfe13fd76c192eb91e1ce6", ip = "217.162.221.96:54491", id = 2} said "you have to be on table 2" to all
CHAT: Feb 28 11:15:16 {name  = "makr", ucid = "771df88b69dfe13fd76c192eb91e1ce6", ip = "217.162.221.96:54491", id = 2} said "on the ahrm screen in the f16" to all
CHAT: Feb 28 11:15:31 {name  = "makr", ucid = "771df88b69dfe13fd76c192eb91e1ce6", ip = "217.162.221.96:54491", id = 2} said "for sa 15 its table 2" to all
CHAT: Feb 28 11:17:05 {name  = "TurkishAirForce", ucid = "0e31ba8826d3a977cd851739d98f3de1", ip = "95.70.140.159:41623", id = 22} said "senakhi landing" to all
CHAT: Feb 28 11:17:09 {name  = "TurkishAirForce", ucid = "0e31ba8826d3a977cd851739d98f3de1", ip = "95.70.140.159:41623", id = 22} said "30 second" to all
TEAM HIT: Feb 28 11:22:52 {players = {1 = {name  = "Steven199552", ucid = "47a9d9f3c02ac5c867572ee5888ea60f", ip = "37.201.149.218:55132", id = 31}1 = {name = SOUTH CVN with kamikaze
TEAM HIT: Feb 28 11:22:52 {players = {1 = {name  = "Steven199552", ucid = "47a9d9f3c02ac5c867572ee5888ea60f", ip = "37.201.149.218:55132", id = 31}1 = {name = Tw1 with kamikaze
TEAM KILL: Feb 28 11:23:04 {players = {1 = {name  = "Steven199552", ucid = "47a9d9f3c02ac5c867572ee5888ea60f", ip = "nil", id = 31}1 = {name = Tw1 with kamikaze
TEAM HIT: Feb 28 11:23:04 {players = {1 = {name  = "Tw1", ucid = "e7d4265af3e588c3ad6ccc8f4b9467a8", ip = "213.127.125.31:33907", id = 33}1 = {name = SOUTH CVN with F/A-18C Lot 20
CHAT: Feb 28 11:26:17 {name  = "Lt.Mitchell", ucid = "9dc22cfed0bb42167f1c17162f393e27", ip = "76.103.17.123:51889", id = 18} said "fucking jester doesn't drop flares" to all
TEAM HIT: Feb 28 11:30:27 {players = {1 = {name  = "Tw1", ucid = "e7d4265af3e588c3ad6ccc8f4b9467a8", ip = "213.127.125.31:33907", id = 33}1 = {name = MARZOUQ with F/A-18C Lot 20
