CHAT: Dec 05 16:25:51 {name  = "Horseman 1-2 | Maddog", ucid = "2fdb9ab14d803bedcd1bfc73460d7db5", ip = "47.199.181.92:52807", id = 14} said "hornet you can go" to all
TEAM HIT: Dec 05 19:23:33 {players = {1 = {name  = "[Gypsies] 209 | Mad Max", ucid = "a39d0fab9a206df2304761a4186e7d65", ip = "185.27.235.154:65267", id = 3}1 = {name = Blair2819 with kamikaze
TEAM HIT: Dec 05 19:23:34 {players = {1 = {name  = "Blair2819", ucid = "dc798538f7fc753b0f437779c67374ef", ip = "124.184.119.176:56426", id = 10}1 = {name = [Gypsies] 209 | Mad Max with kamikaze
TEAM HIT: Dec 05 19:23:34 {players = {1 = {name  = "Blair2819", ucid = "dc798538f7fc753b0f437779c67374ef", ip = "124.184.119.176:56426", id = 10}1 = {name = [Gypsies] 209 | Mad Max with kamikaze
TEAM HIT: Dec 05 19:23:35 {players = {1 = {name  = "Blair2819", ucid = "dc798538f7fc753b0f437779c67374ef", ip = "124.184.119.176:56426", id = 10}1 = {name = [Gypsies] 209 | Mad Max with kamikaze
TEAM HIT: Dec 05 19:23:35 {players = {1 = {name  = "[Gypsies] 209 | Mad Max", ucid = "a39d0fab9a206df2304761a4186e7d65", ip = "185.27.235.154:65267", id = 3}1 = {name = Blair2819 with kamikaze
TEAM HIT: Dec 05 19:23:36 {players = {1 = {name  = "Blair2819", ucid = "dc798538f7fc753b0f437779c67374ef", ip = "124.184.119.176:56426", id = 10}1 = {name = [Gypsies] 209 | Mad Max with kamikaze
TEAM HIT: Dec 05 19:23:36 {players = {1 = {name  = "[Gypsies] 209 | Mad Max", ucid = "a39d0fab9a206df2304761a4186e7d65", ip = "185.27.235.154:65267", id = 3}1 = {name = Blair2819 with kamikaze
TEAM HIT: Dec 05 19:23:37 {players = {1 = {name  = "Blair2819", ucid = "dc798538f7fc753b0f437779c67374ef", ip = "124.184.119.176:56426", id = 10}1 = {name = [Gypsies] 209 | Mad Max with kamikaze
TEAM HIT: Dec 05 19:23:38 {players = {1 = {name  = "Blair2819", ucid = "dc798538f7fc753b0f437779c67374ef", ip = "124.184.119.176:56426", id = 10}1 = {name = [Gypsies] 209 | Mad Max with kamikaze
TEAM HIT: Dec 05 19:23:38 {players = {1 = {name  = "[Gypsies] 209 | Mad Max", ucid = "a39d0fab9a206df2304761a4186e7d65", ip = "185.27.235.154:65267", id = 3}1 = {name = Blair2819 with kamikaze
TEAM HIT: Dec 05 19:23:49 {players = {1 = {name  = "Blair2819", ucid = "dc798538f7fc753b0f437779c67374ef", ip = "124.184.119.176:56426", id = 10}1 = {name = [Gypsies] 209 | Mad Max with kamikaze
TEAM HIT: Dec 05 19:23:51 {players = {1 = {name  = "Blair2819", ucid = "dc798538f7fc753b0f437779c67374ef", ip = "124.184.119.176:56426", id = 10}1 = {name = [Gypsies] 209 | Mad Max with kamikaze
TEAM HIT: Dec 05 19:23:51 {players = {1 = {name  = "Blair2819", ucid = "dc798538f7fc753b0f437779c67374ef", ip = "124.184.119.176:56426", id = 10}1 = {name = [Gypsies] 209 | Mad Max with kamikaze
TEAM HIT: Dec 05 19:23:51 {players = {1 = {name  = "[Gypsies] 209 | Mad Max", ucid = "a39d0fab9a206df2304761a4186e7d65", ip = "185.27.235.154:65267", id = 3}1 = {name = Blair2819 with kamikaze
TEAM HIT: Dec 05 19:23:52 {players = {1 = {name  = "Blair2819", ucid = "dc798538f7fc753b0f437779c67374ef", ip = "124.184.119.176:56426", id = 10}1 = {name = [Gypsies] 209 | Mad Max with kamikaze
TEAM HIT: Dec 05 19:23:52 {players = {1 = {name  = "[Gypsies] 209 | Mad Max", ucid = "a39d0fab9a206df2304761a4186e7d65", ip = "185.27.235.154:65267", id = 3}1 = {name = Blair2819 with kamikaze
TEAM HIT: Dec 05 19:23:53 {players = {1 = {name  = "[Gypsies] 209 | Mad Max", ucid = "a39d0fab9a206df2304761a4186e7d65", ip = "185.27.235.154:65267", id = 3}1 = {name = Blair2819 with kamikaze
TEAM HIT: Dec 05 19:23:53 {players = {1 = {name  = "Blair2819", ucid = "dc798538f7fc753b0f437779c67374ef", ip = "124.184.119.176:56426", id = 10}1 = {name = [Gypsies] 209 | Mad Max with kamikaze
TEAM HIT: Dec 05 19:23:54 {players = {1 = {name  = "Blair2819", ucid = "dc798538f7fc753b0f437779c67374ef", ip = "124.184.119.176:56426", id = 10}1 = {name = [Gypsies] 209 | Mad Max with kamikaze
TEAM HIT: Dec 05 19:23:54 {players = {1 = {name  = "[Gypsies] 209 | Mad Max", ucid = "a39d0fab9a206df2304761a4186e7d65", ip = "185.27.235.154:65267", id = 3}1 = {name = Blair2819 with kamikaze
TEAM HIT: Dec 05 19:23:55 {players = {1 = {name  = "Blair2819", ucid = "dc798538f7fc753b0f437779c67374ef", ip = "124.184.119.176:56426", id = 10}1 = {name = [Gypsies] 209 | Mad Max with kamikaze
TEAM HIT: Dec 05 19:23:55 {players = {1 = {name  = "Blair2819", ucid = "dc798538f7fc753b0f437779c67374ef", ip = "124.184.119.176:56426", id = 10}1 = {name = [Gypsies] 209 | Mad Max with kamikaze
TEAM HIT: Dec 05 19:23:56 {players = {1 = {name  = "Blair2819", ucid = "dc798538f7fc753b0f437779c67374ef", ip = "124.184.119.176:56426", id = 10}1 = {name = [Gypsies] 209 | Mad Max with kamikaze
TEAM HIT: Dec 05 19:25:22 {players = {1 = {name  = "Duck 1-1 | -Felix-", ucid = "ef8c1ad0f002cd830bcc86fd4b9aff8e", ip = "185.53.157.56:49214", id = 4}1 = {name = XIGU with AIM-9X
TEAM HIT: Dec 05 19:25:24 {players = {1 = {name  = "Duck 1-1 | -Felix-", ucid = "ef8c1ad0f002cd830bcc86fd4b9aff8e", ip = "185.53.157.56:49214", id = 4}1 = {name = XIGU with AIM-9X
TEAM KILL: Dec 05 19:25:31 {players = {1 = {name  = "Duck 1-1 | -Felix-", ucid = "ef8c1ad0f002cd830bcc86fd4b9aff8e", ip = "nil", id = 4}1 = {name = XIGU with AIM-9X
CHAT: Dec 05 19:25:53 {name  = "XIGU", ucid = "dd0e07f7f664cd9ac877e1475e400c2c", ip = "90.253.109.233:56354", id = 20} said "-punish" to all (output suppressed by Slmod)
CHAT: Dec 05 19:25:59 {name  = "Avris", ucid = "dfb6a16c1f437c0ff3fc554c86c6631e", ip = "109.156.66.196:60712", id = 7} said "???????????" to all
CHAT: Dec 05 19:26:05 {name  = "Avris", ucid = "dfb6a16c1f437c0ff3fc554c86c6631e", ip = "109.156.66.196:60712", id = 7} said "Felix wtf is ur problem" to all
CHAT: Dec 05 19:26:11 {name  = "Duck 1-1 | -Felix-", ucid = "ef8c1ad0f002cd830bcc86fd4b9aff8e", ip = "185.53.157.56:49214", id = 4} said "wrong buttoon" to all
CHAT: Dec 05 19:26:35 {name  = "XIGU", ucid = "dd0e07f7f664cd9ac877e1475e400c2c", ip = "90.253.109.233:56354", id = 20} said "maybe a sorry?" to all
CHAT: Dec 05 19:26:41 {name  = "Avris", ucid = "dfb6a16c1f437c0ff3fc554c86c6631e", ip = "109.156.66.196:60712", id = 7} said "so u managed to have master arm on, aim9 selected and fire it" to all
CHAT: Dec 05 19:26:41 {name  = "XIGU", ucid = "dd0e07f7f664cd9ac877e1475e400c2c", ip = "90.253.109.233:56354", id = 20} said "stupid fucker" to all
CHAT: Dec 05 19:26:43 {name  = "Avris", ucid = "dfb6a16c1f437c0ff3fc554c86c6631e", ip = "109.156.66.196:60712", id = 7} said "i call bs" to all
CHAT: Dec 05 19:26:43 {name  = "Duck 1-1 | -Felix-", ucid = "ef8c1ad0f002cd830bcc86fd4b9aff8e", ip = "185.53.157.56:49214", id = 4} said "yea sorry" to all
TEAM HIT: Dec 05 19:28:07 {players = {1 = {name  = "Duck 1-1 | -Felix-", ucid = "ef8c1ad0f002cd830bcc86fd4b9aff8e", ip = "185.53.157.56:49214", id = 4}1 = {name = XIGU with M-61
TEAM HIT: Dec 05 19:28:11 {players = {1 = {name  = "Duck 1-1 | -Felix-", ucid = "ef8c1ad0f002cd830bcc86fd4b9aff8e", ip = "185.53.157.56:49214", id = 4}1 = {name = XIGU with M-61
TEAM HIT: Dec 05 19:28:12 {players = {1 = {name  = "Duck 1-1 | -Felix-", ucid = "ef8c1ad0f002cd830bcc86fd4b9aff8e", ip = "185.53.157.56:49214", id = 4}1 = {name = XIGU with M-61
TEAM HIT: Dec 05 19:28:14 {players = {1 = {name  = "Duck 1-1 | -Felix-", ucid = "ef8c1ad0f002cd830bcc86fd4b9aff8e", ip = "185.53.157.56:49214", id = 4}1 = {name = XIGU with F-16CM bl.50
CHAT: Dec 05 19:28:20 {name  = "Avris", ucid = "dfb6a16c1f437c0ff3fc554c86c6631e", ip = "109.156.66.196:60712", id = 7} said "any admins on?" to all
CHAT: Dec 05 19:28:28 {name  = "Duck 1-1 | -Felix-", ucid = "ef8c1ad0f002cd830bcc86fd4b9aff8e", ip = "185.53.157.56:49214", id = 4} said "sry man fuel low" to all
CHAT: Dec 05 19:28:51 {name  = "Duck 1-1 | -Felix-", ucid = "ef8c1ad0f002cd830bcc86fd4b9aff8e", ip = "185.53.157.56:49214", id = 4} said "maybe cuz someobe call me stupid fucker because i made a mistake" to all
TEAM KILL: Dec 05 19:30:52 {players = {1 = {name  = "[Gypsies] 209 | Mad Max", ucid = "a39d0fab9a206df2304761a4186e7d65", ip = "nil", id = 3}1 = {name = Pilot #468 with kamikaze
CHAT: Dec 05 19:30:52 {name  = "1st Lt Waffle | The State", ucid = "c2c25dc6ac52daf5308e4cefb9b35987", ip = "94.224.167.185:58474", id = 2} said "SLMOD INFO: Player "[Gypsies] 209 | Mad Max" is getting autokicked back to spectator" to all
CHAT: Dec 05 19:30:52 {name  = "[Gypsies] 209 | Mad Max", ucid = "a39d0fab9a206df2304761a4186e7d65", ip = "185.27.235.154:65267", id = 3} said "SLMOD INFO: Player "[Gypsies] 209 | Mad Max" is getting autokicked back to spectator" to all
CHAT: Dec 05 19:30:52 {name  = "Spetrum", ucid = "b0be3b8b128610edce93731c7a87da77", ip = "86.185.14.246:63749", id = 5} said "SLMOD INFO: Player "[Gypsies] 209 | Mad Max" is getting autokicked back to spectator" to all
CHAT: Dec 05 19:30:52 {name  = "=WnSd= El_Conte", ucid = "f9fd461402c976628a67d8d02584ae84", ip = "82.57.9.81:65369", id = 6} said "SLMOD INFO: Player "[Gypsies] 209 | Mad Max" is getting autokicked back to spectator" to all
CHAT: Dec 05 19:30:52 {name  = "Avris", ucid = "dfb6a16c1f437c0ff3fc554c86c6631e", ip = "109.156.66.196:60712", id = 7} said "SLMOD INFO: Player "[Gypsies] 209 | Mad Max" is getting autokicked back to spectator" to all
CHAT: Dec 05 19:30:52 {name  = "Mr.Bean", ucid = "c6cbde34cc137f3ef599352610aa9143", ip = "144.2.72.214:53504", id = 8} said "SLMOD INFO: Player "[Gypsies] 209 | Mad Max" is getting autokicked back to spectator" to all
CHAT: Dec 05 19:30:52 {name  = "Death Playmate", ucid = "fbe434638d88a3e4c8520bfb0d9c53a6", ip = "77.12.64.1:58706", id = 9} said "SLMOD INFO: Player "[Gypsies] 209 | Mad Max" is getting autokicked back to spectator" to all
CHAT: Dec 05 19:30:52 {name  = "Blair2819", ucid = "dc798538f7fc753b0f437779c67374ef", ip = "124.184.119.176:56426", id = 10} said "SLMOD INFO: Player "[Gypsies] 209 | Mad Max" is getting autokicked back to spectator" to all
CHAT: Dec 05 19:30:52 {name  = "=WnSd= Andrea_101", ucid = "e16e33d5dac4d14d94c5e0656102978e", ip = "37.117.101.23:50278", id = 11} said "SLMOD INFO: Player "[Gypsies] 209 | Mad Max" is getting autokicked back to spectator" to all
CHAT: Dec 05 19:30:52 {name  = "Lt. Col. Cato | The State", ucid = "3e0f903347e4da3bb807cb3a62d8c63c", ip = "73.162.220.212:62852", id = 12} said "SLMOD INFO: Player "[Gypsies] 209 | Mad Max" is getting autokicked back to spectator" to all
CHAT: Dec 05 19:30:52 {name  = "Viking", ucid = "60940e3ea636c6693b614197dc41a07e", ip = "88.206.204.153:51776", id = 13} said "SLMOD INFO: Player "[Gypsies] 209 | Mad Max" is getting autokicked back to spectator" to all
CHAT: Dec 05 19:30:52 {name  = "=WnSd= MagicZAZZI", ucid = "3c0716d21ee08f4b6dd0f643ba89407a", ip = "151.66.82.212:50035", id = 14} said "SLMOD INFO: Player "[Gypsies] 209 | Mad Max" is getting autokicked back to spectator" to all
CHAT: Dec 05 19:30:52 {name  = "1st Lt Halfway | The Stat", ucid = "9d7c09999fe67543428725284c6464ab", ip = "64.254.188.9:64905", id = 15} said "SLMOD INFO: Player "[Gypsies] 209 | Mad Max" is getting autokicked back to spectator" to all
CHAT: Dec 05 19:30:52 {name  = "Okona", ucid = "9f40001c01deba8d368c928b69005806", ip = "2.139.57.38:51625", id = 18} said "SLMOD INFO: Player "[Gypsies] 209 | Mad Max" is getting autokicked back to spectator" to all
CHAT: Dec 05 19:30:52 {name  = "J.L.", ucid = "42d6b4ee5a4153c4120f6e3ec0435ae4", ip = "188.76.3.142:16158", id = 19} said "SLMOD INFO: Player "[Gypsies] 209 | Mad Max" is getting autokicked back to spectator" to all
CHAT: Dec 05 19:30:52 {name  = "XIGU", ucid = "dd0e07f7f664cd9ac877e1475e400c2c", ip = "90.253.109.233:56354", id = 20} said "SLMOD INFO: Player "[Gypsies] 209 | Mad Max" is getting autokicked back to spectator" to all
TEAM HIT: Dec 05 19:46:47 {players = {1 = {name  = "Jonny | Smint 1-1", ucid = "9be4a34a14d2ac59ba6616c0b8c1b6de", ip = "5.198.82.23:51255", id = 9}1 = {name = AngrySchumi | Smint 1-1 with kamikaze
TEAM HIT: Dec 05 19:46:47 {players = {1 = {name  = "AngrySchumi | Smint 1-1", ucid = "192fdd8f45fb28af8ae7e67906c428f0", ip = "213.249.156.69:57845", id = 3}1 = {name = Jonny | Smint 1-1 with kamikaze
TEAM HIT: Dec 05 19:46:48 {players = {1 = {name  = "Jonny | Smint 1-1", ucid = "9be4a34a14d2ac59ba6616c0b8c1b6de", ip = "5.198.82.23:51255", id = 9}1 = {name = AngrySchumi | Smint 1-1 with kamikaze
TEAM KILL: Dec 05 19:47:25 {players = {1 = {name  = "AngrySchumi | Smint 1-1", ucid = "192fdd8f45fb28af8ae7e67906c428f0", ip = "nil", id = 3}1 = {name = Jonny | Smint 1-1 with kamikaze
TEAM KILL: Dec 05 20:15:38 {players = {1 = {name  = "Jonny | Smint 1-1", ucid = "9be4a34a14d2ac59ba6616c0b8c1b6de", ip = "nil", id = 9}1 = {name = Pilot #341 with kamikaze
TEAM HIT: Dec 05 20:49:53 {players = {1 = {name  = "Chamurappi", ucid = "8b47e4f67a41268d2a6220f7455460d1", ip = "212.4.155.216:59020", id = 16}1 = {name = SOUTH CVN with F/A-18C Lot 20
TEAM HIT: Dec 05 20:53:09 {players = {1 = {name  = "FSXPilot14", ucid = "97746a3fd3c6750e6418818e3b18bf59", ip = "94.209.172.53:55121", id = 14}1 = {name = Hawke (VR) with AIM-120B
CHAT: Dec 05 20:53:32 {name  = "Hawke (VR)", ucid = "013579e5fe5cc7c5029dd86124455373", ip = "92.238.38.61:54638", id = 6} said "????" to all
TEAM KILL: Dec 05 20:54:01 {players = {1 = {name  = "FSXPilot14", ucid = "97746a3fd3c6750e6418818e3b18bf59", ip = "nil", id = 14}1 = {name = Hawke (VR) with AIM-120B
CHAT: Dec 05 21:24:10 {name  = "FSXPilot14", ucid = "97746a3fd3c6750e6418818e3b18bf59", ip = "94.209.172.53:55121", id = 14} said "...." to all
CHAT: Dec 05 22:29:55 {name  = "Clowser", ucid = "55de9335243625f99ce5ef65e9fcca02", ip = "91.164.235.189:6271", id = 8} said "hi primoz" to all
CHAT: Dec 05 22:30:02 {name  = "Primosz", ucid = "a1c9b47d49322b949b62f38af230b70f", ip = "82.160.125.42:57558", id = 5} said "hi" to all
CHAT: Dec 05 22:33:26 {name  = "Primosz", ucid = "a1c9b47d49322b949b62f38af230b70f", ip = "82.160.125.42:57558", id = 5} said "what about you cabin Clowser XD" to all
CHAT: Dec 05 22:33:32 {name  = "Clowser", ucid = "55de9335243625f99ce5ef65e9fcca02", ip = "91.164.235.189:6271", id = 8} said "im dying" to all
CHAT: Dec 05 22:33:47 {name  = "Primosz", ucid = "a1c9b47d49322b949b62f38af230b70f", ip = "82.160.125.42:57558", id = 5} said "you forget to close canopy?" to all
CHAT: Dec 05 22:33:52 {name  = "Clowser", ucid = "55de9335243625f99ce5ef65e9fcca02", ip = "91.164.235.189:6271", id = 8} said "didnt pressure lock it hahaha" to all
CHAT: Dec 05 22:34:05 {name  = "Primosz", ucid = "a1c9b47d49322b949b62f38af230b70f", ip = "82.160.125.42:57558", id = 5} said "in other way xd" to all
CHAT: Dec 05 22:35:55 {name  = "Clowser", ucid = "55de9335243625f99ce5ef65e9fcca02", ip = "91.164.235.189:6271", id = 8} said "ok as long as i stay low ground ill be ok haha" to all
CHAT: Dec 05 22:37:15 {name  = "Primosz", ucid = "a1c9b47d49322b949b62f38af230b70f", ip = "82.160.125.42:57558", id = 5} said "you should land and repair yourself" to all
CHAT: Dec 05 22:37:18 {name  = "Primosz", ucid = "a1c9b47d49322b949b62f38af230b70f", ip = "82.160.125.42:57558", id = 5} said "buy its your choice xd" to all
CHAT: Dec 06 10:13:26 {name  = "Kelevra", ucid = "825bce1bae3461e12bcf74be2c976faa", ip = "95.90.210.195:48505", id = 3} said "18 spike 12 o clock hot" to all
CHAT: Dec 06 12:06:21 {name  = "BerkeSoE", ucid = "b61cce1eef95ac0af950fe2b38ed28eb", ip = "46.197.42.141:57129", id = 13} said "be careful ben" to all
CHAT: Dec 06 12:06:26 {name  = "BerkeSoE", ucid = "b61cce1eef95ac0af950fe2b38ed28eb", ip = "46.197.42.141:57129", id = 13} said "m 200 approaching" to all
TEAM HIT: Dec 06 12:08:55 {players = {1 = {name  = "ben", ucid = "88013edb2a20140572e3badb9499d901", ip = "90.186.187.240:50664", id = 2}1 = {name = Wounded Pilot #2946 with kamikaze
TEAM KILL: Dec 06 12:08:57 {players = {1 = {name  = "ben", ucid = "88013edb2a20140572e3badb9499d901", ip = "nil", id = 2}1 = {name = Wounded Pilot #2946 with kamikaze
TEAM HIT: Dec 06 12:27:53 {players = {1 = {name  = "BerkeSoE", ucid = "b61cce1eef95ac0af950fe2b38ed28eb", ip = "46.197.42.141:57129", id = 13}1 = {name = EAmmo with F/A-18C Lot 20
TEAM HIT: Dec 06 12:27:53 {players = {1 = {name  = "EAmmo", ucid = "fef582f45d4977b62928b3b18703d513", ip = "94.54.254.108:15977", id = 7}1 = {name = BerkeSoE with F/A-18C Lot 20
TEAM KILL: Dec 06 12:27:53 {players = {1 = {name  = "EAmmo", ucid = "fef582f45d4977b62928b3b18703d513", ip = "nil", id = 7}1 = {name = BerkeSoE with F/A-18C Lot 20
TEAM KILL: Dec 06 12:27:53 {players = {1 = {name  = "BerkeSoE", ucid = "b61cce1eef95ac0af950fe2b38ed28eb", ip = "nil", id = 13}1 = {name = EAmmo with F/A-18C Lot 20
CHAT: Dec 06 12:28:13 {name  = "EAmmo", ucid = "fef582f45d4977b62928b3b18703d513", ip = "94.54.254.108:15977", id = 7} said "-punish" to all (output suppressed by Slmod)
CHAT: Dec 06 12:28:18 {name  = "BerkeSoE", ucid = "b61cce1eef95ac0af950fe2b38ed28eb", ip = "46.197.42.141:57129", id = 13} said "-punish" to all (output suppressed by Slmod)
CHAT: Dec 06 12:28:18 {name  = "ben", ucid = "88013edb2a20140572e3badb9499d901", ip = "90.186.187.240:50664", id = 2} said "SLMOD INFO: Player "EAmmo" is getting autokicked back to spectator" to all
CHAT: Dec 06 12:28:18 {name  = "Aaron", ucid = "4bd4e0dde22d55d2f260cdad013060a0", ip = "95.208.248.105:61376", id = 3} said "SLMOD INFO: Player "EAmmo" is getting autokicked back to spectator" to all
CHAT: Dec 06 12:28:18 {name  = "Dub4ik", ucid = "b73b71a331c19245393a886dbdb21299", ip = "95.222.214.148:24533", id = 4} said "SLMOD INFO: Player "EAmmo" is getting autokicked back to spectator" to all
CHAT: Dec 06 12:28:18 {name  = "ARGONNI", ucid = "f2d21ece4e332175ac278db65bc4da07", ip = "5.228.98.230:59368", id = 5} said "SLMOD INFO: Player "EAmmo" is getting autokicked back to spectator" to all
CHAT: Dec 06 12:28:18 {name  = "fabil", ucid = "b57dfaf8f5ee4b1146feee556656d434", ip = "129.205.119.74:62546", id = 6} said "SLMOD INFO: Player "EAmmo" is getting autokicked back to spectator" to all
CHAT: Dec 06 12:28:18 {name  = "EAmmo", ucid = "fef582f45d4977b62928b3b18703d513", ip = "94.54.254.108:15977", id = 7} said "SLMOD INFO: Player "EAmmo" is getting autokicked back to spectator" to all
CHAT: Dec 06 12:28:18 {name  = "TerSiSenE", ucid = "f1bb89004f020c4a4a7314d00e481c9b", ip = "105.162.29.255:58488", id = 8} said "SLMOD INFO: Player "EAmmo" is getting autokicked back to spectator" to all
CHAT: Dec 06 12:28:18 {name  = "Kelevra", ucid = "825bce1bae3461e12bcf74be2c976faa", ip = "95.90.210.195:35676", id = 9} said "SLMOD INFO: Player "EAmmo" is getting autokicked back to spectator" to all
CHAT: Dec 06 12:28:18 {name  = "CyberHornet", ucid = "81ebd96069331b779d18d950aa9da774", ip = "154.120.122.19:56230", id = 10} said "SLMOD INFO: Player "EAmmo" is getting autokicked back to spectator" to all
CHAT: Dec 06 12:28:18 {name  = "Rookie 1-3 | Maze", ucid = "47f5b278c70ca675567b1a65cbdf9456", ip = "37.201.116.125:61512", id = 11} said "SLMOD INFO: Player "EAmmo" is getting autokicked back to spectator" to all
CHAT: Dec 06 12:28:18 {name  = "hersoy", ucid = "fb9e798e5fd9ddb9bf3074efe0f48c67", ip = "46.197.42.141:49771", id = 12} said "SLMOD INFO: Player "EAmmo" is getting autokicked back to spectator" to all
CHAT: Dec 06 12:28:18 {name  = "BerkeSoE", ucid = "b61cce1eef95ac0af950fe2b38ed28eb", ip = "46.197.42.141:57129", id = 13} said "SLMOD INFO: Player "EAmmo" is getting autokicked back to spectator" to all
CHAT: Dec 06 12:28:18 {name  = "Calipp0", ucid = "3ef40bcb5be0a280b01ecbebfd7bf32b", ip = "89.183.221.20:6800", id = 14} said "SLMOD INFO: Player "EAmmo" is getting autokicked back to spectator" to all
CHAT: Dec 06 12:28:18 {name  = "Starbuck", ucid = "3eb5867d4b8e97b84fa69613e91c70e5", ip = "79.207.25.219:50133", id = 15} said "SLMOD INFO: Player "EAmmo" is getting autokicked back to spectator" to all
CHAT: Dec 06 12:28:18 {name  = "Adder 1-1 | patk0", ucid = "b8d5869c6aa65c6b8b9fb32ce955fdbd", ip = "92.52.52.211:51495", id = 16} said "SLMOD INFO: Player "EAmmo" is getting autokicked back to spectator" to all
CHAT: Dec 06 12:28:18 {name  = "Lynx 8-1 | CrunchyFrog", ucid = "5a39e3109d3610c88120f38944ddc45a", ip = "86.50.81.30:51433", id = 17} said "SLMOD INFO: Player "EAmmo" is getting autokicked back to spectator" to all
CHAT: Dec 06 12:28:18 {name  = "Tank", ucid = "eb96367b423cd312c49b6c554813ad0e", ip = "210.182.146.13:57340", id = 18} said "SLMOD INFO: Player "EAmmo" is getting autokicked back to spectator" to all
CHAT: Dec 06 12:28:18 {name  = "Eternal-Plantpot", ucid = "44054ec6ac64d2e1fd253bbab0e6ce5c", ip = "92.35.1.156:61725", id = 19} said "SLMOD INFO: Player "EAmmo" is getting autokicked back to spectator" to all
CHAT: Dec 06 12:28:18 {name  = "Okona", ucid = "9f40001c01deba8d368c928b69005806", ip = "2.139.57.38:56467", id = 20} said "SLMOD INFO: Player "EAmmo" is getting autokicked back to spectator" to all
CHAT: Dec 06 12:28:18 {name  = "Fitouf", ucid = "f6df838e79216bb795eebd134c44e2d4", ip = "176.168.16.189:63309", id = 21} said "SLMOD INFO: Player "EAmmo" is getting autokicked back to spectator" to all
CHAT: Dec 06 12:28:18 {name  = "Backlat", ucid = "55d50c44a85f4722499bc69f867be13c", ip = "90.55.208.224:56999", id = 22} said "SLMOD INFO: Player "EAmmo" is getting autokicked back to spectator" to all
CHAT: Dec 06 12:40:32 {name  = "Tank", ucid = "eb96367b423cd312c49b6c554813ad0e", ip = "210.182.146.13:57340", id = 18} said "bonk" to all
TEAM HIT: Dec 06 12:49:07 {players = {1 = {name  = "ben", ucid = "88013edb2a20140572e3badb9499d901", ip = "90.186.187.240:50664", id = 2}1 = {name = ARGONNI with R-73 (AA-11 Archer)
